"Initiative Name","Item Name","PO Number","CMS Job No.","Total Quantity","Delivery Country","Quantity","No. of Pallets","Size of Pallet (h x w x d)","Assembled Product Size (h x w x d)","Outer Pack Size (h x w x d)","Artwork/Promotion","Claim","Artwork Version","Die Cut Version","Artwork Due date","Actual artwork received date","Artwork approved date","Requested Delivery date","Confirmed Delivery Date","Updated Delivery Date","Actual Date Delivered","CMS POD (Y/N)","GR (Y/N)","Invoiced (Y/N)","Labelling","Delivery Address","Booking In Details","Comments","Supplier","PDF downdloaded from Box.com","Approval from Box.com","Status","Orderer","Unit Cost (EUR)","Order Total (EUR)"
"Spoons 2.0 2016","Full Pallet wrap EU","","","","Southern Europe Cluster","100","","","1450mm x 1200mm x 800mm","Must not exceed 900mm x 900mm x 172mm
","","","","","2015-08-28T11:00:00Z","2015-9-23 12:19","","2015-11-16T12:00:00Z","","","","","","","","Italy: DHL Supply Chain Italy","","","","","","ORDER SUBMITTED","Neil.Starkey@kellogg.com","100.60","10060.00"
"Spoons 2.0 2016","Header on a pole","","","","Southern Europe Cluster","100","","","""2300 x 997 x 580 mm
(or 1800 mm for 3 tubes, it depends on number of tubes you use) Base 730mm""
","Must not exceed 900mm x 900mm x 172mm
","","","","","2015-08-28T11:00:00Z","2015-9-23 12:19","","2015-11-16T12:00:00Z","","","","","","","","Spain: SLI-UTI","","","","","","ORDER SUBMITTED","Neil.Starkey@kellogg.com","44.94","4494.00"
"Spoons 2.0 2016","Header on a pole","","","","Southern Europe Cluster","300","","","""2300 x 997 x 580 mm
(or 1800 mm for 3 tubes, it depends on number of tubes you use) Base 730mm""
","Must not exceed 900mm x 900mm x 172mm
","","","","","2015-08-28T11:00:00Z","2015-9-23 12:19","","2015-11-16T12:00:00Z","","","","","","","","Italy: DHL Supply Chain Italy","","","","","","ORDER SUBMITTED","Neil.Starkey@kellogg.com","44.94","13482.00"
"Spoons 2.0 2016","Large Display Header with  Front and back POSM","","","","Southern Europe Cluster","250","","","""Header 700 x 1400mm
Back & Front 1800 x 200 x 800mm
                                                                                                                             

PALLET SKIRT/ROLL MUST BE ORDERED SEPARATELY IF REQUIRED !!""
","Must not exceed 900mm x 900mm x 172mm
","","","","","2015-08-28T11:00:00Z","2015-9-23 12:19","","2015-11-16T12:00:00Z","","","","","","","","Spain: SLI-UTI","","","","","","ORDER SUBMITTED","Neil.Starkey@kellogg.com","61.07","15267.50"
"Spoons 2.0 2016","Pallet Roll","","","","Southern Europe Cluster","300","","","""Image size: 980mm x 300mm
Roll length: 19,600mm (19.6m) = 20 images long.""
","Unknown - not been produced.
","","","","","2015-08-28T11:00:00Z","2015-9-23 12:19","","2015-11-16T12:00:00Z","","","","","","","","Italy: DHL Supply Chain Italy","","","","","","ORDER SUBMITTED","Neil.Starkey@kellogg.com","58.90","17670.00"
"Spoons 2.0 2016","Pallet Roll","","","","Southern Europe Cluster","50","","","""Image size: 980mm x 300mm
Roll length: 19,600mm (19.6m) = 20 images long.""
","Unknown - not been produced.
","","","","","2015-08-28T11:00:00Z","2015-9-23 12:19","","2015-11-16T12:00:00Z","","","","","","","","Portugal: DLS - Luis Simões Logistica Integrada","","","","","","ORDER SUBMITTED","Neil.Starkey@kellogg.com","58.90","2945.00"
"Spoons 2.0 2016","Pallet Skirt with 4 attachable corner boards EU","","","","Southern Europe Cluster","20","","","1200mm x 800mm x 450mm (Pallet Skirt) 1120mm x 300mm (Spoon)   ","Must not exceed 900mm x 900mm x 172mm
","","","","","2015-08-28T11:00:00Z","2015-9-23 12:19","","2015-11-16T12:00:00Z","","","","","","","","Portugal: DLS - Luis Simões Logistica Integrada","","","","","","ORDER SUBMITTED","Neil.Starkey@kellogg.com","33.47","669.40"
"Spoons 2.0 2016","Pallet Skirt with 4 attachable corner boards EU","","","","Southern Europe Cluster","43","","","1200mm x 800mm x 450mm (Pallet Skirt) 1120mm x 300mm (Spoon)   ","Must not exceed 900mm x 900mm x 172mm
","","","","","2015-08-28T11:00:00Z","2015-9-23 12:19","","2015-11-16T12:00:00Z","","","","","","","","Spain: SLI-UTI","","","","","","ORDER SUBMITTED","Neil.Starkey@kellogg.com","33.47","1439.21"
"Spoons 2.0 2016","Spoons 2 Glorifier","","","","Southern Europe Cluster","200","","","1500mm x 500mm x 250mm
","780mm x 70mm x 830mm
","","","","","2015-08-28T11:00:00Z","2015-9-23 12:19","","2015-11-16T12:00:00Z","","","","","","","","Italy: DHL Supply Chain Italy","","","","","","ORDER SUBMITTED","Neil.Starkey@kellogg.com","42.14","8428.00"
"Spoons 2.0 2016","Totem/Standee WITHOUT Product","","","","Southern Europe Cluster","500","","","1500mm x 500mm
","Must not exceed 900mm x 900mm x 172mm

","","","","","2015-08-28T11:00:00Z","2015-9-23 12:19","","2015-11-16T12:00:00Z","","","","","","","","Italy: DHL Supply Chain Italy","","","","","","ORDER SUBMITTED","Neil.Starkey@kellogg.com","12.19","6095.00"
"Spoons 2.0 2016","Totem/Standee WITHOUT Product","","","","Southern Europe Cluster","764","","","1500mm x 500mm
","Must not exceed 900mm x 900mm x 172mm

","","","","","2015-08-28T11:00:00Z","2015-9-23 12:19","","2015-11-16T12:00:00Z","","","","","","","","Spain: SLI-UTI","","","","","","ORDER SUBMITTED","Neil.Starkey@kellogg.com","12.19","9313.16"
"Spoons 2.0 2016","Wobbler","","","","Southern Europe Cluster","1500","","","120mm x 120mm
","Must not exceed 900mm x 900mm x 172mm
","","","","","2015-08-28T11:00:00Z","2015-9-23 12:19","","2015-11-16T12:00:00Z","","","","","","","","Italy: Kellogg Italia S.p.A.","","","","","","ORDER SUBMITTED","Neil.Starkey@kellogg.com","0.89","1335.00"
"Spoons 2.0 2016","Wobbler","","","","Southern Europe Cluster","2000","","","120mm x 120mm
","Must not exceed 900mm x 900mm x 172mm
","","","","","2015-08-28T11:00:00Z","2015-9-23 12:19","","2015-11-16T12:00:00Z","","","","","","","","Spain: SLI-UTI","","","","","","ORDER SUBMITTED","Neil.Starkey@kellogg.com","0.89","1780.00"
"Spoons 2.0 2016","Wobbler","","","","Southern Europe Cluster","500","","","120mm x 120mm
","Must not exceed 900mm x 900mm x 172mm
","","","","","2015-08-28T11:00:00Z","2015-9-23 12:19","","2015-11-16T12:00:00Z","","","","","","","","Portugal: DLS - Luis Simões Logistica Integrada","","","","","","ORDER SUBMITTED","Neil.Starkey@kellogg.com","0.89","445.00"
"Spoons 2.0 2016","1/4 pallet FSDU (3  wide) WITH 2 PRIMIA","","","","UK and ROI Cluster","200","","","1470mm x 600mm x 400mm
","Must not exceed 900mm x 900mm x 172mm
","","","","","2015-08-28T11:00:00Z","2015-9-18 10:29","","2015-11-16T12:00:00Z","","","","","","","","ROI: Hawthorn Logistics Solutions","","","","","","ORDER SUBMITTED","Michelle.Hammond@kellogg.com","35.08","7016.00"
"Spoons 2.0 2016","1/4 pallet FSDU (3  wide) WITH 2 PRIMIA","","","","UK and ROI Cluster","565","","","1470mm x 600mm x 400mm
","Must not exceed 900mm x 900mm x 172mm
","","","","","2015-08-28T11:00:00Z","2015-9-18 10:29","","2015-11-16T12:00:00Z","","","","","","","","UK: CPM","","","","","","ORDER SUBMITTED","Michelle.Hammond@kellogg.com","35.08","19820.20"
"Spoons 2.0 2016","Corner Board - 4 per set","","","","UK and ROI Cluster","290","","","900mm x 300mm x 300mm
","Must not exceed 900mm x 900mm x 172mm
","","","","","2015-08-28T11:00:00Z","2015-9-18 10:29","","2015-11-16T12:00:00Z","","","","","","","","UK: CPM","","","","","","ORDER SUBMITTED","Michelle.Hammond@kellogg.com","11.99","3477.10"
"Spoons 2.0 2016","Dunnes Gondola End Kits (2 Side Panels + Header Board) (ROI)","","","","UK and ROI Cluster","150","","","""Header: 385mm (h) x 645mm (w)
Side Panel: 1730mm (h) x 395mm (w)""
","Must not exceed 900mm x 900mm x 172mm
","","","","","2015-08-28T11:00:00Z","2015-9-18 10:29","","2015-11-16T12:00:00Z","","","","","","","","ROI: Hawthorn Logistics Solutions","","","","","","ORDER SUBMITTED","Michelle.Hammond@kellogg.com","15.20","2280.00"
"Spoons 2.0 2016","Full Pallet wrap GB","","","","UK and ROI Cluster","246","","","1450mm x 1200mm x 1000mm","Must not exceed 900mm x 900mm x 172mm
","","","","","2015-08-28T11:00:00Z","2015-9-18 10:29","","2015-11-16T12:00:00Z","","","","","","","","UK: CPM","","","","","","ORDER SUBMITTED","Michelle.Hammond@kellogg.com","100.60","24747.60"
"Spoons 2.0 2016","Pallet Roll","","","","UK and ROI Cluster","75","","","""Image size: 980mm x 300mm
Roll length: 19,600mm (19.6m) = 20 images long.""
","Unknown - not been produced.
","","","","","2015-08-28T11:00:00Z","2015-9-18 10:29","","2015-11-16T12:00:00Z","","","","","","","","UK: CPM","","","","","","ORDER SUBMITTED","Michelle.Hammond@kellogg.com","58.90","4417.50"
"Spoons 2.0 2016","Pallet Shroud with Header Board (ROI)","","","","UK and ROI Cluster","100","","","""Overall: 1620mm(h) X 1200mm(w) X 1000mm(d)
Header:  997mm x1392mm
Sides: 1220mm x 1140mm (x2)
Front/Back: 1220m x 1220mm (x2)""
","Must not exceed 900mm x 900mm x 172mm
","","","","","2015-08-28T11:00:00Z","2015-9-18 10:29","","2015-11-16T12:00:00Z","","","","","","","","ROI: Hawthorn Logistics Solutions","","","","","","ORDER SUBMITTED","Michelle.Hammond@kellogg.com","82.27","8227.00"
"Spoons 2.0 2016","Pallet Skirt with 4 attachable corner boards GB","","","","UK and ROI Cluster","50","","","1200mm x 1000mm x 450mm (Pallet Skirt) 1120mm x 300mm (Spoon) ","Must not exceed 900mm x 900mm x 172mm
","","","","","2015-08-28T11:00:00Z","2015-9-18 10:29","","2015-11-16T12:00:00Z","","","","","","","","ROI: Hawthorn Logistics Solutions","","","","","","ORDER SUBMITTED","Michelle.Hammond@kellogg.com","33.47","1673.50"
"Spoons 2.0 2016","SEL's (Pk 4)","","","","UK and ROI Cluster","200","","","110mm wide x 39mm tall.  ","","","","","","2015-08-28T11:00:00Z","2015-9-18 10:29","","2015-11-16T12:00:00Z","","","","","","","","ROI: Hawthorn Logistics Solutions","","","","","","ORDER SUBMITTED","Michelle.Hammond@kellogg.com","1.00","200.00"
"Spoons 2.0 2016","SEL's (Pk 4)","","","","UK and ROI Cluster","562","","","110mm wide x 39mm tall.  ","","","","","","2015-08-28T11:00:00Z","2015-9-18 10:29","","2015-11-16T12:00:00Z","","","","","","","","UK: CPM","","","","","","ORDER SUBMITTED","Michelle.Hammond@kellogg.com","1.00","562.00"
"Spoons 2.0 2016","Single cereal FSDU (1 wide) ","","","","UK and ROI Cluster","200","","","1400mm x 280mm x 300mm
","Must not exceed 900mm x 900mm x 172mm
","","","","","2015-08-28T11:00:00Z","2015-9-18 10:29","","2015-11-16T12:00:00Z","","","","","","","","ROI: Hawthorn Logistics Solutions","","","","","","ORDER SUBMITTED","Michelle.Hammond@kellogg.com","11.44","2288.00"
"Spoons 2.0 2016","Single cereal FSDU (1 wide) ","","","","UK and ROI Cluster","562","","","1400mm x 280mm x 300mm
","Must not exceed 900mm x 900mm x 172mm
","","","","","2015-08-28T11:00:00Z","2015-9-18 10:29","","2015-11-16T12:00:00Z","","","","","","","","UK: CPM","","","","","","ORDER SUBMITTED","Michelle.Hammond@kellogg.com","11.44","6429.28"
"Spoons 2.0 2016","SuperValue Gondola End Kits (2 Side Panels + Header Board) (ROI)","","","","UK and ROI Cluster","200","","","Header: 410mm (h) x 800mm (w)
Side Panel: 1729mm (h) x 295mm (w)
","Must not exceed 900mm x 900mm x 172mm
","","","","","2015-08-28T11:00:00Z","2015-9-18 10:29","","2015-11-16T12:00:00Z","","","","","","","","ROI: Hawthorn Logistics Solutions","","","","","","ORDER SUBMITTED","Michelle.Hammond@kellogg.com","24.30","4860.00"
"Spoons 2.0 2016 - SNACKS","Snacks 2 Facings FSDU","","","","FraBeNeLux Cluster","240","","","1320mm (h) (1565mm including Header) x 350mm (w) x 410mm (d)
","830mm x 850mm x 35mm
","","","","","2015-08-28T11:00:00Z","2015-9-11 16:59","","2015-11-16T12:00:00Z","","","","","","","","Belgium: Schenker","","","","","","ORDER SUBMITTED","Laurent.Friedmann@kellogg.com","34.86","8366.40"
"Spoons 2.0 2016 - SNACKS","Snacks 2 Facings FSDU","","","","FraBeNeLux Cluster","50","","","1320mm (h) (1565mm including Header) x 350mm (w) x 410mm (d)
","830mm x 850mm x 35mm
","","","","","2015-08-28T11:00:00Z","2015-9-11 16:59","","2015-11-16T12:00:00Z","","","","","","","","Netherlands: Schenker","","","","","","ORDER SUBMITTED","Laurent.Friedmann@kellogg.com","34.86","1743.00"
"Spoons 2.0 2016 - SNACKS","Snacks Mega Brand 5 Shelf FSDU","","","","FraBeNeLux Cluster","255","","","1359mm (h) (1587mm including Header) x 661mm (w) x 288mm (d)
","996mm x 896mm x 43mm
","","","","","2015-08-28T11:00:00Z","2015-9-11 16:59","","2015-11-16T12:00:00Z","","","","","","","","Netherlands: Schenker","","","","","","ORDER SUBMITTED","Laurent.Friedmann@kellogg.com","22.76","5803.80"
"Spoons 2.0 2016 - SNACKS","Snacks Mega Brand Dump Bin","","","","FraBeNeLux Cluster","130","","","900mm (h) (1315 including Header) x 400mm (w) x 400mm (d)
","916mm x 646mm x 33mm
","","","","","2015-08-28T11:00:00Z","2015-9-11 16:59","","2015-11-16T12:00:00Z","","","","","","","","Netherlands: Schenker","","","","","","ORDER SUBMITTED","Laurent.Friedmann@kellogg.com","20.71","2692.30"
"Spoons 2.0 2016 - SNACKS","Snacks 2 Facings FSDU","","","","Southern Europe Cluster","200","","","1320mm (h) (1565mm including Header) x 350mm (w) x 410mm (d)
","830mm x 850mm x 35mm
","","","","","2015-08-28T11:00:00Z","2015-9-21 16:23","","2015-11-16T12:00:00Z","","","","","","","","Portugal: DLS - Luis Simões Logistica Integrada","","","","","","ORDER SUBMITTED","Neil.Starkey@kellogg.com","34.86","6972.00"
"Spoons 2.0 2016 - SNACKS","Snacks 2 Facings FSDU","","","","Southern Europe Cluster","300","","","1320mm (h) (1565mm including Header) x 350mm (w) x 410mm (d)
","830mm x 850mm x 35mm
","","","","","2015-08-28T11:00:00Z","2015-9-21 16:23","","2015-11-16T12:00:00Z","","","","","","","","Italy: DHL Supply Chain Italy","","","","","","ORDER SUBMITTED","Neil.Starkey@kellogg.com","34.86","10458.00"
"Spoons 2.0 2016 - SNACKS","Snacks Mega Brand 5 Shelf FSDU","","","","Southern Europe Cluster","150","","","1359mm (h) (1587mm including Header) x 661mm (w) x 288mm (d)
","996mm x 896mm x 43mm
","","","","","2015-08-28T11:00:00Z","2015-9-21 16:23","","2015-11-16T12:00:00Z","","","","","","","","Italy: DHL Supply Chain Italy","","","","","","ORDER SUBMITTED","Neil.Starkey@kellogg.com","22.76","3414.00"
"Squares Equity UK Q4 2017 ","001. Multi Use FSDU Body","","","","UK and ROI Cluster","145","","","1382mm (h) x 412mm (w) x 316mm (d)

1795mm (h) including header","801mm (h) x 876mm (w) x 48mm (d)","","","","","","","","","","","","","","","","UK: Communisis Cramlington","","","","","","","","0","0.00"
"Squares Equity UK Q4 2017 ","002. Multi Use FSDU Header (Initiative)","","","","UK and ROI Cluster","150","","","485mm (h) x 420mm (w)

","500 x 500 x 10mm","","","","","","","","","","","","","","","","ROI: SEKO Logistics","","","","","","","","0","0.00"
"Squares Equity UK Q4 2017 ","003. Multi Use FSDU Header (Generic)","","","","UK and ROI Cluster","145","","","485mm (h) x 420mm (w)

","500 x 500 x 10mm","","","","","","","","","","","","","","","","UK: Communisis Cramlington","","","","","","","","0","0.00"
"Squares Equity UK Q4 2017 ","007. Snacks Dump Bin Body","","","","UK and ROI Cluster","145","","","900mm (h) (1315 including Header) x 400mm (w) x 400mm (d)","916mm (h) x 646mm (w) x 33mm (d)","","","","","","","","","","","","","","","","UK: Communisis Cramlington","","","","","","","","0","0.00"
"Squares Equity UK Q4 2017 ","008. Snacks Dump Bin Header (Initiative)","","","","UK and ROI Cluster","145","","","622mm (w) x 573mm ","","","","","","","","","","","","","","","","","UK: Communisis Cramlington","","","","","","","","0","0.00"
"Squares Equity UK Q4 2017 ","018. SELS (x4 per pack)","","","","UK and ROI Cluster","145","","","100mm wide x 39mm tall","Packed in an Envolope / polybag (4 to a pack)","","","","","","","","","","","","","","","","UK: Communisis Cramlington","","","","","","","","0","0.00"
"Squares Equity UK Q4 2017 ","022. 2 Tier CTU Body","","","","UK and ROI Cluster","10","","","929.1mm wide x 480.2mm tall","","","","","","","","","","","","","","","","","UK: Communisis Cramlington","","","","","","","","0","0.00"
"Squares Equity UK Q4 2017 ","023. 2 Tier CTU Header (Initiative)","","","","UK and ROI Cluster","100","","","257.1mm wide x 440.3mm tall","","","","","","","","","","","","","","","","","UK: Communisis Cramlington","","","","","","","","0","0.00"
"Squares Equity UK Q4 2017 ","025. Single Gravity Feed Unit","","","","UK and ROI Cluster","200","","","","","","","","","","","","","","","","","","","","ROI: SEKO Logistics","","","","","","","","",""
"St. Patricks Day ROI Q1 2017","001. 24 Can FSDU Body","","","","ROI","75","","","1335mm (h) (1556mm including Header) x 270mm x 270mm"," 723mm (h) x 586mm (w) x 50mm (d)","","","","","","2017-01-18T09:59:30.317Z","","","","","","","","","","Hawthorn Logistics Solutions","","","","","","Order Submitted","Kimberley.Ryan@kellogg.com","0","0.00"
"St. Patricks Day ROI Q1 2017","002. 24 Can FSDU Header (Initiative)","","","","ROI","75","","","289mm (h) x 280mm (w)","Card Sleeve - please confirm final dimensions. Oversized header.","","","","","","2017-01-18T09:59:30.317Z","","","","","","","","","","Hawthorn Logistics Solutions","","","","","","Order Submitted","Kimberley.Ryan@kellogg.com","0","0.00"
"St. Patricks Day ROI Q1 2017","004. 72 Can FSDU Body","","","","ROI","650","","","1637mm (h) x 420mm (w) x 320mm (d) including header (1380mm h excluding header)","995mm (h) x 800mm (w) x 50mm (d)","","","","","","2017-01-18T09:59:30.317Z","","","","","","","","","","Hawthorn Logistics Solutions","","","","","","Order Submitted","Kimberley.Ryan@kellogg.com","0","0.00"
"St. Patricks Day ROI Q1 2017","005. 72 Can FSDU Header (Initiative)","","","","ROI","650","","","327mm (h) x 422mm (w)","510mm  x 375mm x 15mm","","","","","","2017-01-18T09:59:30.317Z","","","","","","","","","","Hawthorn Logistics Solutions","","","","","","Order Submitted","Kimberley.Ryan@kellogg.com","0","0.00"
"St. Patricks Day ROI Q1 2017","019. Pallet Skirt - EURO","","","","ROI","100","","","Euro: 150mm Height, 810mm depth, 1210mm width (Made up)","45mm x 670mm x 170mm","","","","","","2017-01-18T09:59:30.317Z","","","","","","","","","","Hawthorn Logistics Solutions","","","","","","Order Submitted","Kimberley.Ryan@kellogg.com","0","0.00"
"St. Patricks Day ROI Q1 2017","042. SELS (x4 per pack)","","","","ROI","725","","","100mm wide x 39mm tall","Packed in an Envolope / polybag (4 to a pack)","","","","","","2017-01-18T09:59:30.317Z","","","","","","","","","","Hawthorn Logistics Solutions","","","","","","Order Submitted","Kimberley.Ryan@kellogg.com","0","0.00"
"Star Wars Q1 2017","038. Corner Boards - bulk ","","","","Northern Europe Cluster","680","","","","","","","","","","2017-02-21T12:03:00.370Z","","","","","","","","","","NE Cluster (English Lang) Move Elevator GmbH","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Star Wars Q1 2017","042. Totem - 1.75m (Initiative)","","","","Northern Europe Cluster","2035","","","1750mm (h) x 590mm (w)"," 630mm (h) x 600mm (w) x 50mm (d)","","","","","","2017-02-21T12:03:00.370Z","","","","","","","","","","NE Cluster (English Lang) Move Elevator GmbH","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Star Wars Q1 2017","048. Wobbler with Die Cut (Initiative)","","","","Northern Europe Cluster","12300","","","120mm (h) x 120mm (w)","Bagged in 10s in envelopes.","","","","","","2017-02-21T12:03:00.370Z","","","","","","","","","","NE Cluster (English Lang) Move Elevator GmbH","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Star Wars Q1 2017","052. Guerilla Unit Body","","","","Northern Europe Cluster","590","","","1180mm (h) x 310mm (d) x 410mm (w)","","","","","","","2017-02-21T12:03:00.370Z","","","","","","","","","","NE Cluster (English Lang) Move Elevator GmbH","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Star Wars Q1 2017","053. Guerilla Unit Header (Initiative)","","","","Northern Europe Cluster","590","","","","","","","","","","2017-02-21T12:03:00.370Z","","","","","","","","","","NE Cluster (English Lang) Move Elevator GmbH","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Star Wars Q4 2017","007. 3 Facing FSDU Body","","","","FraBeNeLux Cluster","110","","","Height including header: 1777mm
Height of unit (excluding header): 1414mm
Height of shelf: 313mm
Width of unit: 617mm
Depth of unit: 316mm
","New outer size: 886mm x 976mm x 58mm","","","","","","2017-07-14T12:43:15.133Z","","","","","","","","","","Belgium, Panama","","","","","","Order Submitted","robert.radford@kellogg.com","0","0.00"
